dm_e95e981b	ลีซอิท	LITSM/PBF/68-11201	ENC155-PL-บ้านทุ่ง ม.2 ต.หลวงใต้ อ.งาว จ.ลำปาง	Close	บมจ.ลีซอิท		2025-12-04	2026-04-03	120	4	2695000		THB	2025-12-04		2695000			ENC155	ENC155-PL-บ้านทุ่ง ม.2 ต.หลวงใต้ อ.งาว จ.ลำปาง	PRE | Non-Active
dm_aa1a442f	ลีซอิท	LITSM/PBF/68-11201	บ้านดงสวาง(โคกคำสี่หมื่น) ม.6 ต.สงเปลือย อ.นามน จ.กาฬสินธุ์	Close	บมจ.ลีซอิท		2025-12-04	2026-04-03	120	4	2939500		THB	2025-12-04		2939500			TTI053	บ้านดงสวาง(โคกคำสี่หมื่น) ม.6 ต.สงเปลือย อ.นามน จ.กาฬสินธุ์	PRE | Non-Active
dm_ecb36944	ลีซอิท	LITSM/PBF/68-11201	ม.1 ต.หนองชุมพล อ.เขาย้อย จ.เพชรบุรี	Close	บมจ.ลีซอิท		2025-12-04	2026-04-03	120	4	2697500		THB	2025-12-04		2697500			STR067	ม.1 ต.หนองชุมพล อ.เขาย้อย จ.เพชรบุรี	PRE | Non-Active
dm_29cc6544	ลีซอิท	LITSM/PBF/68-11201	บ้านพลับ ม.4 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร	Close	บมจ.ลีซอิท		2025-12-04	2026-04-03	120	4	2697500		THB	2025-12-04		2697500			AW147	บ้านพลับ ม.4 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร	PRE | Non-Active
dm_4a72b946	ลีซอิท	LITSM/PBF/68-11201	บ้านช่องเอี่ยว ม.7 ต.ทุ่งหลวง อ.ละแม จ.ชุมพร	Close	บมจ.ลีซอิท		2025-12-04	2026-04-03	120	4	2690000		THB	2025-12-04		2690000			PP059	บ้านช่องเอี่ยว ม.7 ต.ทุ่งหลวง อ.ละแม จ.ชุมพร	PRE | Non-Active
dm_c93be775	ลีซอิท	LITSM/PBF/68-11201	บ้านสระแก ม.7 ต.ทองหลาง อ.บ้านใหม่ไชยพจน์ จ.บุรีรัมย์	Close	บมจ.ลีซอิท		2025-12-04	2026-04-03	120	4	2700000		THB	2025-12-04		2700000			ENC156	บ้านสระแก ม.7 ต.ทองหลาง อ.บ้านใหม่ไชยพจน์ จ.บุรีรัมย์	PRE | Non-Active
dm_9eb0c2ee	ลีซอิท	LITSM/PBF/68-12215	บ้านวังขุม ม.1 ต.เขาวง อ.บ้านตาขุน จ.สุราษฎร์ธานี	Close	บมจ.ลีซอิท		2025-12-22	2026-04-22	120	4	2700000		THB	2025-12-22		2700000			PP063	บ้านวังขุม ม.1 ต.เขาวง อ.บ้านตาขุน จ.สุราษฎร์ธานี	PRE | Non-Active
dm_364cb5e3	ลีซอิท	LITSM/PBF/68-12215	บ้านหนองแสง ม.1 ต.ศรีสว่าง อ.นาโพธิ์ จ.บุรีรัมย์	Close	บมจ.ลีซอิท		2025-12-22	2026-04-22	120	4	2700000		THB	2025-12-22		2700000			ENC159	บ้านหนองแสง ม.1 ต.ศรีสว่าง อ.นาโพธิ์ จ.บุรีรัมย์	PRE | Non-Active
dm_10d8a656	ลีซอิท	LITSM/PBF/68-12215	บ้านหนองไฮ ม.2 ต.หนองไฮ อ.เมือง จ.ศรีสะเกษ	Close	บมจ.ลีซอิท		2025-12-22	2026-04-22	120	4	2700000		THB	2025-12-22		2700000			AW148	บ้านหนองไฮ ม.2 ต.หนองไฮ อ.เมือง จ.ศรีสะเกษ	PRE | Non-Active
dm_1ee5eb66	ลีซอิท	LITSM/PBF/68-12215	บ้านทองหลาง ม.3 ต.บ้านนา อ.กะเปอร์ จ.ระนอง	Active	บมจ.ลีซอิท		2025-12-22	2026-04-22	120	4	2700000		THB	2025-12-22		2700000			PP062	บ้านทองหลาง ม.3 ต.บ้านนา อ.กะเปอร์ จ.ระนอง	PRE | Active
dm_92580ad4	ลีซอิท	LITSM/PBF/68-12215	บ้านห้วยโต้ ม.4 ต.ทับปริก อ.เมืองกระบี่ จ.กระบี่	Close	บมจ.ลีซอิท		2025-12-22	2026-04-22	120	4	550000		THB	2025-12-22		550000			PP061	บ้านห้วยโต้ ม.4 ต.ทับปริก อ.เมืองกระบี่ จ.กระบี่	PRE | Non-Active
dm_c18a83c8	ลีซอิท	LITSM/PBF/68-12220 (1)	บริเวณด้านหลังเทศบาลบ้านเพชรภูเขียว ม.1 ต.บ้านเพชร อ.ภูเขียว จ.ชัยภูมิ	Close	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	649750		THB	2026-02-03		649750			ENC163	บริเวณด้านหลังเทศบาลบ้านเพชรภูเขียว ม.1 ต.บ้านเพชร อ.ภูเขียว จ.ชัยภูมิ	PRE | Non-Active
dm_bf61e86e	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านสองสลึง ม.6 ต.สองสลึง อ.แกลง จ.ระยอง	Close	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	650000		THB	2026-02-03		650000			TWC006	บ้านสองสลึง ม.6 ต.สองสลึง อ.แกลง จ.ระยอง	PRE | Non-Active
dm_981f542b	ลีซอิท	LITSM/PBF/68-12220 (1)	ที่ทำการองค์การบริหารส่วนตำบลวิเชตนคร ม.1 ต.วิเชตนคร อ.แจ้ห่ม จ.ลำปาง	Active	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	550000		THB	2026-02-03		550000			ENC167	ที่ทำการองค์การบริหารส่วนตำบลวิเชตนคร ม.1 ต.วิเชตนคร อ.แจ้ห่ม จ.ลำปาง	PRE | Active
dm_0137b524	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านดู่ทุ่ง ม.2 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร	Close	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	549000		THB	2026-02-03		549000			TWC007	บ้านดู่ทุ่ง ม.2 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร	PRE | Non-Active
dm_85a08c31	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านแม่ขิ ม.1 ต.ศรีดงเย็น อ.ไชยปราการ จ.เชียงใหม่	Close	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	2695000		THB	2026-02-03		2695000			ENC164	บ้านแม่ขิ ม.1 ต.ศรีดงเย็น อ.ไชยปราการ จ.เชียงใหม่	PRE | Non-Active
dm_903213c0	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านห้วยต่อ ม.1 ต.ไม้ฝาด อ.สิเกา จ.ตรัง	Close	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	550000		THB	2026-02-03		550000			PP070	บ้านห้วยต่อ ม.1 ต.ไม้ฝาด อ.สิเกา จ.ตรัง	PRE | Non-Active
dm_baaf543e	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านดงรัง ม.4 ต.วังคัน อ.ด่านช้าง จ.สุพรรณบุรี	Close	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	550000		THB	2026-02-03		550000			STR069	บ้านดงรัง ม.4 ต.วังคัน อ.ด่านช้าง จ.สุพรรณบุรี	PRE | Non-Active
dm_4bc70c36	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านกกซาง ม.8 ต.วังคัน อ.ด่านช้าง จ.สุพรรณบุรี	Close	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	550000		THB	2026-02-03		550000			STR070	บ้านกกซาง ม.8 ต.วังคัน อ.ด่านช้าง จ.สุพรรณบุรี	PRE | Non-Active
dm_8a4746e1	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านเขาโล้น ม.9 ต.วังคัน อ.ด่านช้าง จ.สุพรรณบุรี	Close	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	550000		THB	2026-02-03		550000			STR071	บ้านเขาโล้น ม.9 ต.วังคัน อ.ด่านช้าง จ.สุพรรณบุรี	PRE | Non-Active
dm_a77a1514	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านโนนปีบ ม.3 ต.โนนอุดม อ.เมืองยาง จ.นครราชสีมา	Active	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	2700000		THB	2026-02-03		2700000			ENC165	บ้านโนนปีบ ม.3 ต.โนนอุดม อ.เมืองยาง จ.นครราชสีมา	PRE | Active
dm_db807711	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านโนนขาม ม.4 ต.โนนอุดม อ.เมืองยาง จ.นครราชสีมา	Active	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	2700000		THB	2026-02-03		2700000			ENC166	บ้านโนนขาม ม.4 ต.โนนอุดม อ.เมืองยาง จ.นครราชสีมา	PRE | Active
dm_41f68f87	ลีซอิท	LITSM/PBF/68-12220 (1)	บ้านปากคลองวัด ม.8 ต.บางอ้อ อ.บ้านนา จ.นครนายก	Active	บมจ.ลีซอิท		2026-02-03	2026-06-04	120	6	2575000		THB	2026-02-03		2575000			TWC003	บ้านปากคลองวัด ม.8 ต.บางอ้อ อ.บ้านนา จ.นครนายก	PRE | Active
dm_8f4a7b23	ลีซอิท	LITSM/PBF/68-12220 (2)	บ้านห้วยม่วง ม.2 ต.นาเหลือง อ.เวียงสา จ.น่าน	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	2700000		THB	2026-03-13		2700000			INS056	บ้านห้วยม่วง ม.2 ต.นาเหลือง อ.เวียงสา จ.น่าน	PRE | Active
dm_19cb33d7	ลีซอิท	LITSM/PBF/68-12220 (2)	บ้านบ่อนางชี ม.11 ต.โคกสัก อ.บางแก้ว จ.พัทลุง	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	2700000		THB	2026-03-13		2700000			PP074	บ้านบ่อนางชี ม.11 ต.โคกสัก อ.บางแก้ว จ.พัทลุง	PRE | Active
dm_38d790ab	ลีซอิท	LITSM/PBF/68-12220 (2)	บ้านป่าลัน ม.5 ต.ปงน้อย อ.ดอยหลวง จ.เชียงราย	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	2700000		THB	2026-03-13		2700000			INS060	บ้านป่าลัน ม.5 ต.ปงน้อย อ.ดอยหลวง จ.เชียงราย	PRE | Active
dm_de47bb6c	ลีซอิท	LITSM/PBF/68-12220 (2)	สำนักงานองค์การบริหารส่วนตำบลวิเชตนคร ม.1 ต.วิเชตนคร อ.แจ้ห่ม จ.ลำปาง	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	2682500		THB	2026-03-13		2682500			ENC168	สำนักงานองค์การบริหารส่วนตำบลวิเชตนคร ม.1 ต.วิเชตนคร อ.แจ้ห่ม จ.ลำปาง	PRE | Active
dm_abfdbf1e	ลีซอิท	LITSM/PBF/68-12220 (2)	บ้านสันต้นกอก ม.17 ต.แม่ข้าวต้ม อ.เมืองเชียงราย จ.เชียงราย	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	2570500		THB	2026-03-13		2570500			INS057	บ้านสันต้นกอก ม.17 ต.แม่ข้าวต้ม อ.เมืองเชียงราย จ.เชียงราย	PRE | Active
dm_5268df81	ลีซอิท	LITSM/PBF/68-12220 (2)	บ้านชายพรุ ม.7 ต.ดอนประดู่ อ.ปากพะยูน จ.พัทลุง	Close	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	650000		THB	2026-03-13		650000			PP071	บ้านชายพรุ ม.7 ต.ดอนประดู่ อ.ปากพะยูน จ.พัทลุง	PRE | Non-Active
dm_7198ac66	ลีซอิท	LITSM/PBF/68-12220 (2)	โรงเรียนเทศบาลคลองท่อมใต้ ม.2 ต.คลองท่อมใต้ อ.คลองท่อม จ.กระบี่	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	650000		THB	2026-03-13		650000			PP072	โรงเรียนเทศบาลคลองท่อมใต้ ม.2 ต.คลองท่อมใต้ อ.คลองท่อม จ.กระบี่	PRE | Active
dm_c9cba954	ลีซอิท	LITSM/PBF/68-12220 (2)	ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลคลองท่อมใต้ ม.1 ต.คลองท่อมใต้ อ.คลองท่อม จ.กระบี่	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	650000		THB	2026-03-13		650000			PP073	ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลคลองท่อมใต้ ม.1 ต.คลองท่อมใต้ อ.คลองท่อม จ.กระบี่	PRE | Active
dm_9d075136	ลีซอิท	LITSM/PBF/68-12220 (2)	บ้านดอยจำปี ม.7 ต.ป่าสัก อ.เชียงแสน จ.เชียงราย	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	550000		THB	2026-03-13		550000			INS058	บ้านดอยจำปี ม.7 ต.ป่าสัก อ.เชียงแสน จ.เชียงราย	PRE | Active
dm_46269d1d	ลีซอิท	LITSM/PBF/68-12220 (2)	บ้านป่าสักน้อย ม.13 ต.ป่าสัก อ.เชียงแสน จ.เชียงราย	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	550000		THB	2026-03-13		550000			INS059	บ้านป่าสักน้อย ม.13 ต.ป่าสัก อ.เชียงแสน จ.เชียงราย	PRE | Active
dm_404b8795	ลีซอิท	LITSM/PBF/68-12220 (2)	บ้านสายกลาง ม.9 ต.หนองธง อ.ป่าบอน จ.พัทลุง	Active	บมจ.ลีซอิท		2026-03-13	2026-07-12	120	7	550000		THB	2026-03-13		550000			PP075	บ้านสายกลาง ม.9 ต.หนองธง อ.ป่าบอน จ.พัทลุง	PRE | Active
dm_d7ae07aa	ลีซอิท	LITSM/PBF/68-12220 (3)	บ้านป่าเหียง ม.1 ต.ออนใต้ อ.สันกำแพง จ.เชียงใหม่	Active	บมจ.ลีซอิท		2026-03-30	2026-07-29	120	7	2700000		THB	2026-03-30		2700000			ENC169	บ้านป่าเหียง ม.1 ต.ออนใต้ อ.สันกำแพง จ.เชียงใหม่	PRE | Active
dm_83ef6934	ลีซอิท	LITSM/PBF/68-12220 (3)	บ้านสันเกล็ดทอง ม.7 ต.โป่งงาม อ.แม่สาย จ.เชียงราย	Active	บมจ.ลีซอิท		2026-03-30	2026-07-29	120	7	2700000		THB	2026-03-30		2700000			INS061	บ้านสันเกล็ดทอง ม.7 ต.โป่งงาม อ.แม่สาย จ.เชียงราย	PRE | Active
dm_daabbb2b	ลีซอิท	LITSM/PBF/68-12220 (3)	บ้านลาดบัว ม.3 ต.บ้านช้าง อ.สองพี่น้อง จ.สุพรรณบุรี	Active	บมจ.ลีซอิท		2026-03-30	2026-07-29	120	7	2699000		THB	2026-03-30		2699000			STR072	บ้านลาดบัว ม.3 ต.บ้านช้าง อ.สองพี่น้อง จ.สุพรรณบุรี	PRE | Active
dm_b32d3dda	ลีซอิท	LITSM/PBF/68-12220 (3)	วัดโนนสุวรรณ ม.1 ต.โกรกแก้ว อ.โนนสุวรรณ จ.บุรีรัมย์	Active	บมจ.ลีซอิท		2026-03-30	2026-07-29	120	7	649750		THB	2026-03-30		649750			ENC172	วัดโนนสุวรรณ ม.1 ต.โกรกแก้ว อ.โนนสุวรรณ จ.บุรีรัมย์	PRE | Active
dm_e6a8a246	ลีซอิท	LITSM/PBF/68-12220 (3)	ศาลาประชาคม ม.2 ต.โกรกแก้ว อ.โนนสุวรรณ จ.บุรีรัมย์	Active	บมจ.ลีซอิท		2026-03-30	2026-07-29	120	7	649750		THB	2026-03-30		649750			ENC173	ศาลาประชาคม ม.2 ต.โกรกแก้ว อ.โนนสุวรรณ จ.บุรีรัมย์	PRE | Active
dm_7f29ba4a	ลีซอิท	LITSM/PBF/68-12220 (3)	ศาลาประชาคม ม.6 ต.โกรกแก้ว อ.โนนสุวรรณ จ.บุรีรัมย์	Active	บมจ.ลีซอิท		2026-03-30	2026-07-29	120	7	649750		THB	2026-03-30		649750			ENC174	ศาลาประชาคม ม.6 ต.โกรกแก้ว อ.โนนสุวรรณ จ.บุรีรัมย์	PRE | Active
dm_d68b8737	ลีซอิท	LITSM/PBF/68-12220 (3)	ศาลาประชาคม ม.8 ต.โกรกแก้ว อ.โนนสุวรรณ จ.บุรีรัมย์	Active	บมจ.ลีซอิท		2026-03-30	2026-07-29	120	7	649750		THB	2026-03-30		649750			ENC175	ศาลาประชาคม ม.8 ต.โกรกแก้ว อ.โนนสุวรรณ จ.บุรีรัมย์	PRE | Active
dm_e12c0c71	ลีซอิท	LITSM/PBF/68-12220 (3)	บริเวณศูนย์พัฒนาเด็กเล็กเทศบาลตำบลบ้านเพชรภูเขียว ม.8 ต.บ้านเพชร อ.ภูเขียว จ.ชัยภูมิ	Active	บมจ.ลีซอิท		2026-03-30	2026-07-29	120	7	649750		THB	2026-03-30		649750			ENC171	บริเวณศูนย์พัฒนาเด็กเล็กเทศบาลตำบลบ้านเพชรภูเขียว ม.8 ต.บ้านเพชร อ.ภูเขียว จ.ชัยภูมิ	PRE | Active
dm_68284938	ลีซอิท	FT-PU-69000541	บ้านดู่ทุ่ง ม.2 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร	Close	บมจ.ลีซอิท		2026-04-10	2026-07-31	112	7	878400		THB	2026-04-10		878400			TWC007	บ้านดู่ทุ่ง ม.2 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร	POST | Non-Active
dm_a7d37eeb	ลีซอิท	FT-PU-69000540	บ้านทองหลาง ม.3 ต.บ้านนา อ.กะเปอร์ จ.ระนอง	Close	บมจ.ลีซอิท		2026-04-10	2026-07-31	112	7	1728000		THB	2026-04-10		1728000			PP062	บ้านทองหลาง ม.3 ต.บ้านนา อ.กะเปอร์ จ.ระนอง	POST | Non-Active
dm_788e4e59	ลีซอิท	FT-PU-69000545	บ้านแม่ขิ ม.1 ต.ศรีดงเย็น อ.ไชยปราการ จ.เชียงใหม่	Active	บมจ.ลีซอิท		2026-04-10	2026-07-31	112	7	2587200		THB	2026-04-10		2587200			ENC164	บ้านแม่ขิ ม.1 ต.ศรีดงเย็น อ.ไชยปราการ จ.เชียงใหม่	POST | Active
dm_0e6ce3cc	ลีซอิท	FT-PU-69000545	บ้านหนองแสง ม.1 ต.ศรีสว่าง อ.นาโพธิ์ จ.บุรีรัมย์	Active	บมจ.ลีซอิท		2026-04-10	2026-07-31	112	7	2592000		THB	2026-04-10		2592000			ENC159	บ้านหนองแสง ม.1 ต.ศรีสว่าง อ.นาโพธิ์ จ.บุรีรัมย์	POST | Active
dm_426b5902	ลีซอิท	LITSM/PBF/68-12220 (4)	บ้านหนองดู่ ม.3 ต.กฤษณา อ.สีคิ้ว จ.นครราชสีมา	Active	บมจ.ลีซอิท		2026-04-28				2700000		THB	2026-04-28		2700000			ENC178	บ้านหนองดู่ ม.3 ต.กฤษณา อ.สีคิ้ว จ.นครราชสีมา	PRE | Active
dm_95ff6f13	ลีซอิท	LITSM/PBF/68-12220 (4)	บ้านบุญเรืองใต้ ม.2 ต.บุญเรือง อ.เชียงของ จ.เชียงราย	Active	บมจ.ลีซอิท		2026-04-28				2774500		THB	2026-04-28		2774500			INS063	บ้านบุญเรืองใต้ ม.2 ต.บุญเรือง อ.เชียงของ จ.เชียงราย	PRE | Active
dm_0f614a95	ลีซอิท	LITSM/PBF/68-12220 (4)	บ้านแดนเมือง ม.6 ต.บุญเรือง อ.เชียงของ จ.เชียงราย	Active	บมจ.ลีซอิท		2026-04-28				2774500		THB	2026-04-28		2774500			INS064	บ้านแดนเมือง ม.6 ต.บุญเรือง อ.เชียงของ จ.เชียงราย	PRE | Active
dm_272ded29	ลีซอิท	LITSM/PBF/68-12220 (4)	บ้านป่าคาใต้ ม.8 ต.แม่เงิน อ.เชียงแสน จ.เชียงราย	Active	บมจ.ลีซอิท		2026-04-28				2773500		THB	2026-04-28		2773500			INS062	บ้านป่าคาใต้ ม.8 ต.แม่เงิน อ.เชียงแสน จ.เชียงราย	PRE | Active
dm_374c9324	ลีซอิท	LITSM/PBF/68-12220 (4)	ม.1 ต.หนองปรือ อ.รัษฎา จ.ตรัง	Active	บมจ.ลีซอิท		2026-04-28				2700000		THB	2026-04-28		2700000			PP076	ม.1 ต.หนองปรือ อ.รัษฎา จ.ตรัง	PRE | Active
dm_fs000001	FS	FS-001	เงินกู้ FS (ผู้ให้กู้ FS)	Active			2026-02-20	2027-03-20	13	2027-03-20	10000000	0.12	THB	2026-02-20		10000000		10000000			จ่ายดอกเบี้ย+เงินต้นรายเดือน 933,333.33
